Fichier,Termes,Phrase
sources/shabbat/index.html,bein_hashmashot|tosefet|admour,"Application… 4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 259 סימן רנ""ט Complet כַּמָּה דִּינֵי הַטְמָנָה וְטִלְטוּלָם Règles supplémentaires de hatmana et leur déplacement Shabbat La chitah de l'Admour HaZaken sur les 8 seifim qui codifient les règles du dép"
sources/shabbat/index.html,admour,"Cadre central : remise au… 4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 267 סימן רס""ז Complet דִּין הַתְּפִלָּה בְּעֶרֶב שַׁבָּת La tefilla du vendredi soir (érev Shabbat) La chitah de l'Admour HaZaken sur les 6 seifim qui codifient les particularités de la t"
sources/shabbat/index.html,admour,"Étude des… 4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 271 סימן רע""א Complet דִּינֵי קִדּוּשׁ שֶׁעַל הַיַּיִן Le kiddoush sur le vin (vendredi soir) La chitah de l'Admour HaZaken sur les 30 seifim qui codifient le grand corpus du kiddoush du vendredi soir : "
sources/shabbat/index.html,tosefet|admour,"Cadre… 4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 287 סימן רפ""ז Complet נִחוּם אֲבֵלִים וּבִקּוּר חוֹלִים בְּשַׁבָּת Visite des malades et consolation des endeuillés Shabbat La chitah de l'Admour HaZaken sur les 3 seifim qui codifient ces deux mitzvot Shabb"
sources/shabbat/index.html,admour,"Récitation de « ויהי נעם » avant arvit, « יושב בסתר » spécial,… 4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 296 סימן רצ""ו Complet דִּינֵי הַבְדָּלָה עַל הַיַּיִן L'avdala sur le vin (motsei Shabbat) La chitah de l'Admour HaZaken sur les 19 seifim qui codifie"
sources/shabbat/index.html,rt,"4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 303 סימן ש""ג Complet דִּינֵי תַּכְשִׁיטֵי אִשָּׁה Les bijoux de la femme Shabbat 27 seifim sur les bijoux et parures féminines — la grande gezera שמא תשלפם להראותם לחבירתה, l'autorisation moderne du seif 18, et les"
sources/shabbat/index.html,tosefet,Tossefet ohel : compléter un téfah préexistant.
sources/shabbat/index.html,,"4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 318 סימן שי""ח Complet דִּין הַמְבַשֵּׁל בְּשַׁבָּת La mélakha de bishoul — cuire Shabbat 19 seifim — le siman-clef de la cuisine Shabbat."
sources/shabbat/index.html,bein_hashmashot,"4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 342 סימן שמ""ב Complet בֵּין הַשְּׁמָשׁוֹת מֻתָּר לַעֲשׂוֹת דְּבָרִים שֶׁאָסְרוּ חַזַ""ל מִשּׁוּם גְּזֵרָה Le crépuscule (bein hashemashot) — chevout permis pour une mitzva 1 seif — un interdit rabbinique (chevout) e"
sources/shabbat/index-en.html,bein_hashmashot|tosefet|admour,"Application… 4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 259 סימן רנ""ט Complete כַּמָּה דִּינֵי הַטְמָנָה וְטִלְטוּלָם Additional rules of hatmana and their movement on Shabbat The shitah of the Admour HaZaken on the 8 seifim that codify the rules of moving (טל"
sources/shabbat/index-en.html,admour,"Central framework: handing to… 4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 267 סימן רס""ז Complete דִּין הַתְּפִלָּה בְּעֶרֶב שַׁבָּת The tefillah of Friday night (erev Shabbat) The shitah of the Admour HaZaken on the 6 seifim that codify the particulars of the "
sources/shabbat/index-en.html,admour,"Study of… 4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 271 סימן רע""א Complete דִּינֵי קִדּוּשׁ שֶׁעַל הַיַּיִן Kiddush on wine (Friday night) The shitah of the Admour HaZaken on the 30 seifim that codify the great corpus of Friday night kiddush: Torah mitzvah, w"
sources/shabbat/index-en.html,admour,"Framework… 4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 287 סימן רפ""ז Complete נִחוּם אֲבֵלִים וּבִקּוּר חוֹלִים בְּשַׁבָּת Visiting the sick and comforting mourners on Shabbat The shitah of the Admour HaZaken on the 3 seifim that codify these two mitzvot on Sha"
sources/shabbat/index-en.html,admour,"Reciting « ויהי נעם » before arvit, special « יושב בסתר »,… 4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 296 סימן רצ""ו Complete דִּינֵי הַבְדָּלָה עַל הַיַּיִן Havdalah on wine (motzaei Shabbat) The shitah of the Admour HaZaken on the 19 seifim that codify havda"
sources/shabbat/index-en.html,rt,"4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 303 סימן ש""ג Complete דִּינֵי תַּכְשִׁיטֵי אִשָּׁה A woman's jewelry on Shabbat 27 seifim on women's jewelry and adornments — the great gezeirah שמא תשלפם להראותם לחבירתה, the modern allowance of seif 18, and the proh"
sources/shabbat/index-en.html,,"4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 318 סימן שי""ח Complete דִּין הַמְבַשֵּׁל בְּשַׁבָּת The melakhah of bishul — cooking on Shabbat 19 seifim — the key siman of Shabbat cooking."
sources/shabbat/index-en.html,bein_hashmashot,"4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 342 סימן שמ""ב Complete בֵּין הַשְּׁמָשׁוֹת מֻתָּר לַעֲשׂוֹת דְּבָרִים שֶׁאָסְרוּ חַזַ""ל מִשּׁוּם גְּזֵרָה Twilight (bein hashemashot) — shevut permitted for a mitzvah 1 seif — a rabbinic prohibition (shevut) is permit"
sources/shabbat/siman-245/niveau-4-daat-harav-en.html,,"But if they came to a reckoning afterwards — the non-Jew saying to the Jew ""you took alone in the week 100, and I took on Shabbos 90 — top me up so that our shares are equal"" — and all the more so if the Jew said so to the non-Jew, it is found that the initial condition stipulati"
sources/shabbat/siman-245/niveau-4-daat-harav-en.html,tosefet|rt,"ועיין בתוספת שבת שפירש טעם התנאי שצוה ר""ת הוא, שכשמחליף משכורתו מחזי כמעמיד פועל, אף שאין המלאכה מוטלת עליו משום דה""ל כמחליף, אבל כשמתנה בתחלת השותפות ה""ל כמשכיר בהבלעה ושרי, אף שאין לו כלום בגוף התנור ע""ש."
sources/shabbat/siman-245/niveau-2-lamdan-en.html,shkia|rt,חברת הזנק (startup) עם משקיע גוי : תלוי במבנה.
sources/shabbat/siman-245/niveau-1-base-en.html,,"To continue the study Position of the Rema and precisions → Section 8 — Complements Position of the Rema and precisions of the Mishnah Berurah The Rema (Rav Moshe Isserles, Cracow, 1572) adds to the six seifim of the Mechaber major complements for Ashkenazic practice."
sources/shabbat/siman-245/niveau-1-base.html,,"Pour continuer l'étude Position du Rama et précisions → Section 8 — Compléments Position du Rama et précisions de la Mishna Berura Le Rama (Rabbi Moshé Isserlès, Cracovie, 1572) ajoute aux deux séifim du Mehaber des compléments majeurs pour la pratique ashkénaze."
sources/shabbat/siman-245/niveau-3-synthese-he.html,shkia,מקרים מעשיים מודרניים מקרה הנהגה מסעדה יהודי/נכרי תנאי ראשוני + אין יהודי בשבת + עדיף לסגור או שלט ניטרלי מסחר אלקטרוני עם שותף תנאי ראשוני + אפס פעולה יהודית בשבת השקעה פסיבית בבורסה מותר (אינה שותפות תפעולית) שותפות במלון תנאי ראשוני + אין יהודי בקבלה בשבת + שלט ניטרלי סטארטאפ 
sources/shabbat/siman-245/niveau-4-daat-harav.html,,"En revanche, s'ils entrent en compte par la suite — par exemple si le non-juif dit au Juif « toi tu as pris seul en semaine une maneh , et moi j'ai pris le Shabbat 90 zouz ; complète-moi pour que nous ayons des parts égales » — et a fortiori si c'est le Juif qui dit cela au non-j"
sources/shabbat/siman-245/niveau-4-daat-harav.html,,"(Voir Hoshen Mishpat siman 194 sur les modalités d'acquisition de la part du non-juif, et voir là également siman 189.) סעיף טז מֻתָּר לִתֵּן לְנָכְרִי סְחוֹרָה לְמָכְרָהּ אוֹ מָעוֹת לְהִתְעַסֵּק בָּהֶן, וְאַף שֶׁהַנָּכְרִי מִתְעַסֵּק… מֻתָּר לִתֵּן לְנָכְרִי סְחוֹרָה לְמָכְרָהּ "
sources/shabbat/siman-245/niveau-4-daat-harav.html,tosefet|rt,"ועיין בתוספת שבת שפירש טעם התנאי שצוה ר""ת הוא, שכשמחליף משכורתו מחזי כמעמיד פועל, אף שאין המלאכה מוטלת עליו משום דה""ל כמחליף, אבל כשמתנה בתחלת השותפות ה""ל כמשכיר בהבלעה ושרי, אף שאין לו כלום בגוף התנור ע""ש."
sources/shabbat/siman-245/niveau-4-daat-harav.html,tosefet|rt,"Voir la Tossefet Shabbat qui explique que la raison de la condition exigée par Rabbenou Tam est que, lorsqu'on échange sa rémunération, cela paraît comme placer un ouvrier — même si la mélakha ne pèse pas sur lui — parce que c'est comme un échange ; mais lorsqu'il stipule au débu"
sources/shabbat/siman-245/niveau-4-daat-harav.html,tosefet,"Cela demande encore étude, car la Tossefet Shabbat écrit « puisque, d'abord, il prenait la moitié du gain au jour le jour, et qu'ensuite il a échangé sa rémunération… » — alors que les Tossafot disent expressément que dès le départ le boulanger avait tant et tant de jours et le J"
sources/shabbat/siman-245/niveau-4-daat-harav-he.html,tosefet|rt,"ועיין בתוספת שבת שפירש טעם התנאי שצוה ר""ת הוא, שכשמחליף משכורתו מחזי כמעמיד פועל, אף שאין המלאכה מוטלת עליו משום דה""ל כמחליף, אבל כשמתנה בתחלת השותפות ה""ל כמשכיר בהבלעה ושרי, אף שאין לו כלום בגוף התנור ע""ש."
sources/shabbat/siman-245/niveau-4-daat-harav-he.html,shkia,תוצאה מעשית: ישים ישירות למצבים שכיחים: יזם יהודי שמגלה שהקים שותפות ללא תנאי תחילתי; משקיע המקבל דיבידנדים של שבת; חברה שהנהלת החשבונות שלה אינה מבחינה בין הימים.
sources/shabbat/siman-245/niveau-4-daat-harav-he.html,tzeit,"התנאי התחילתי, הקצאת הימים, אופני החלוקה — כל אלה הם קונסטיטוטיביים מבחינה הלכתית ."
sources/shabbat/siman-245/niveau-2-lamdan.html,shkia|rt,חברת הזנק (startup) עם משקיע גוי : תלוי במבנה.
sources/shabbat/siman-245/niveau-1-base-he.html,shkia,סעיף א' עסק בשותפות אמיתית — שני שותפים המשקיעים ועובדים יחד.
sources/shabbat/siman-245/niveau-1-base-he.html,shkia,"הישראל אינו אלא מלווה המקבל חלק ברווחים, כמשקיע שותק."
sources/shabbat/siman-245/niveau-1-base-he.html,shkia,"מותר (בתנאים) אני מוכר לגמרי את בית הקפה שלי לנכרי, ונשאר רק משקיע שותק המקבל X% מהרווחים."
sources/shabbat/siman-245/niveau-2-lamdan-he.html,shkia|rt,חברת הזנק (startup) עם משקיע גוי : תלוי במבנה.
sources/shabbat/siman-262/niveau-3-synthese.html,shkia,"Arbre de décision Étape 1 : Vendredi après-midi — préparer la maison ↓ Dresser la table (nappe, vaisselle, hallot, kiddush) + faire les lits + ranger ↓ Étape 2 : Se laver juste avant le coucher (idéalement mikva) ↓ Étape 3 : Revêtir aussitôt les habits de Shabbat (Rama : pas de g"
sources/shabbat/siman-262/niveau-3-synthese.html,shkia,Mieux : se laver juste avant le coucher.
sources/shabbat/siman-262/niveau-3-synthese.html,shkia,"Cas pratiques modernes Cas Conduite Table dressée vendredi avant Shabbat Obligatoire — nappe, vaisselle, hallot, kiddush Maintenir la table tout Shabbat Recommandé fort (Rama) Lit fait + maison rangée Obligatoire Habits distincts pour Shabbat Obligatoire idéal — costume/robe/kapo"
sources/shabbat/siman-262/niveau-3-synthese.html,shkia,"Synchronisation lavage + habits — se laver juste avant le coucher, mettre les habits aussitôt (Rama)."
sources/shabbat/siman-262/niveau-1-base-he.html,tzeit,"דימוי משמעות שבת מלכתא מלכות אלוקית — לצאת מהשגרה לקראתה כלה שמחה, אינטימיות, ברית — שבת = רעיית עם ישראל בגדי מלכות/חתונה לבוש ההולם את כבוד המפגש סיכום: הסימן מקודד כוריאוגרפיה : רחיצה (ר״ס) → לבישת בגדי שבת מיד → מציאת הבית ערוך → ישיבה עם תחושה של קבלת פנים לאישיות חשובה."
sources/shabbat/siman-262/niveau-1-base-he.html,tzeit,"הנהגה: לא לפי הרמ״א — להשאיר ערוך לסעודות הנוספות לחדש את המפה בין הסעודות אם צריך רבים שומרים מפה נקייה, כלים מוכנים, עד צאת השבת 9."
sources/shabbat/siman-280/niveau-2-lamdan-en.html,tzeit,אפשרות א — חובל : כל הוצאת דם נחשבת חובל.
sources/shabbat/siman-280/niveau-3-synthese-he.html,tzeit,"הוצאת דם היא לכאורה בכלל חוֹבֵל , מלאכת שבת."
sources/shabbat/siman-280/niveau-2-lamdan.html,tzeit,אפשרות א — חובל : כל הוצאת דם נחשבת חובל.
sources/shabbat/siman-280/niveau-1-base-he.html,tzeit,מושג ג — חוֹבֵל : הוצאת דם — תולדת המבעיר/דש.
sources/shabbat/siman-280/niveau-1-base-he.html,tzeit,"בדרך כלל, הוצאת דם במזיד היא מלאכה מן התורה."
sources/shabbat/siman-280/niveau-2-lamdan-he.html,tzeit,אפשרות א — חובל : כל הוצאת דם נחשבת חובל.
sources/shabbat/siman-358/niveau-4-daat-harav.html,,"Et même si la cour appartient à une personne et le karpef (ou un lieu similaire non clôturé pour la résidence) à une autre, sans qu'ils aient fait d' eruv ensemble — il est permis de transporter de l'un à l'autre, comme cela sera expliqué au siman 372."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot|tosefet|admour,"Siman 261 · Level 4 — Shitah of the Alter Rebbe | Hilkhot Shabbat FR HE EN דעת DAAT Home Hilchos Shabbos Siman רס""א 📜 Shitah of the Alter Rebbe FR HE EN Home › Hilchos Shabbos › Siman רס""א › Level 4 — Daat HaRav DAAT · LEVEL 4 — DAAT HARAV · שיטת אדמו״ר הזקן דעת הרב Daat HaRav — "
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,plag,"And if he wishes to advance and accept upon himself tosefes Shabbos from plag haMincha and onward — that is, an hour and a quarter in seasonal hours ( zmanios ) before nightfall — he has the right to do so, and he then becomes forbidden in performing melachah."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,plag,"But if he accepted before plag haMincha — his acceptance is nothing, and he is permitted to perform melachah."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,plag|mil,"For some say that from the beginning of shekiah onward it is already full night by Torah law (and that is then, according to them, the time of the emergence of 3 medium stars); that bein hashemashos is the walk of three-quarters of a mil before the beginning of shekiah ; and that"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot,"ואין לומר כאן דבדרבנן יש לסמוך בשעת הדחק על המקילים, כיון שעיקר המחלוקת היא בשעת הדחק או לדבר מצוה לפי דעת הש""ע, והכי קי""ל דרבי לא שרי שבות בבין השמשות אלא בכה""ג, א""כ לא שייך כאן לומר כדאי הוא לסמוך עליו בשעת הדחק כמ""ש בחלקת מחוקק סי' י""ז ס""ק ל""א."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot,"ומ""ש בתשובת חכם צבי סי' י""א דמהתוספתא אין ראיה משום דהטמנה תדירה בכל שבת ומעיקרא תקנתא דרבנן כו', וכוונתו שלא התירו אלא מחמת הדחק אבל לא לעשות כן תדיר, מאד תמוהין דבריו, דהא אסיקנא סתם קדרות בין השמשות רותחות הן, א""כ כל שכן קודם לכן אין לגזור כלל על ההטמנה כי מה הוא עושה בה, ואפי"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot|tosefet|rt,"אלא ודאי צריך לומר כיון שקיבל עליו שבת גרע מבין השמשות ומיתסר בהטמנה כמו בשבת עצמה, ולא משום גזרה שמא ירתיח בתוספת שבת, דהא ודאי לא חמירא תוספת מבין השמשות כמ""ש החכם צבי, וגם ליכא למיגזר כלל כמ""ש, אלא כיון שקיבל השבת קיבל כל חומרותיה וסייגיה השייכים לעיצומו של יום אע""ג דלא שייכי "
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot|rt,"ואדרבא ק""ו הדברים מה אם ההטמנה שהיא מותרת לגמרי בבין השמשות בלא שום מצוה שתדחה אותה, דהא אפילו למ""ד גזרו על שבות בבין השמשות לא גזרו בהטמנה, משום שאין מקום כלל לאוסרה בבין השמשות שסתם קדרות רותחות הן, וכל שכן קודם לכן, ואפילו הכי אסרינן אפילו קודם לכן כשקיבל שבת, אע""ג דההטמנה מיק"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot|tosefet|rt,"ולפי זה אתי שפיר נמי מ""ש הט""ז שם על האוסרים דהא קתני צריך כו', ואמאי צריך הא אפשר שיוסיף בלי קבלת עיצומו של יום, משום ששם דקדק לכתוב קיבל עליו תוספת כו' וכאן דקדק לכתוב אחר עניית ברכו קבליה לשבת כו', דהתם לא הזכיר כלל ברכו ולא תפלת ערבית אלא שקיבל עליו סתם תוספת שבת, כמו שמצות הת"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot,"ועוד שגם הבין השמשות הוא בכלל התוספת בעל כרחו אף אם הוא יום כיון שהוא סמוך לחשכה ממש, ואף שלא קבלו הרי מקובל ועומד הוא מהר סיני, ואפילו הכי התירו השבותים, כל שכן בתוספת שמקבל מדעתו."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot|admour,"Topic Mechaber Rama (רמ״א) Mishnah Berurah (משנה ברורה) Shulchan Aruch of the Alter Rebbe בין השמשות — twilight (bein hashmashos) OH 261:1 — ""בֵּין הַשְּׁמָשׁוֹת הוּא סָפֵק יוֹם סָפֵק לַיְלָה, וְכָל אֲסוּרֵי שַׁבָּת נוֹהֲגִים בּוֹ""."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,shkia|tzeit,The period between sunset (שקיעה) and the appearance of the stars (צאת הכוכבים / tzeis hakochavim) has the status of halachic doubt (day or night?) — all Shabbat restrictions apply from שקיעה.
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein_hashmashot|mil|rt,"— (no הגהה on the definition) MB 261:1-6 — discusses modern calendars and the definition: (1) the duration of בין השמשות = 3/4 of a מיל according to Rabbeinu Tam, i.e."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,shkia,"~13.5 minutes; (2) according to the Vilna Gaon and modern Israeli practice, halachic night begins ~24-40 minutes after שקיעה depending on the latitude; (3) communal calendars (לוח) base the times on these calculations; (4) edge case of high latitudes (Norway, etc.) where the defi"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,tzeit,"Shulchan Aruch HaRav רס""א:1-2 — articulates the conceptual framework : bein hashmashos = between sunset and tzeis hakochavim."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,tosefet,"Tosefet Shabbat — early acceptance OH 261:2 — rule: ""יֵשׁ אוֹמְרִים שֶׁצָּרִיךְ לְהוֹסִיף מֵחֹל עַל הַקֹּדֶשׁ""."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,tosefet,"Hagahah on OH 261:2: specifies — ""וְהָכֵי קַיְמָא לָן"": the ruling is in favor of the positive obligation of tosefet Shabbat."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,plag,"MB 261:7-12 — thorough analysis: (1) the mitzvah of tosefet is de'oraisa according to the Ramban and Be'ur Halacha (from Yoma 81b), derabanan according to others; (2) the minimum duration of the tosefet is debated (1 minute according to some, several minutes according to others);"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,,"The Chafetz Chaim rules: tosefet is obligatory, its minimum duration is a few minutes but one follows the minhag of 18 min."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,tosefet,"Shulchan Aruch HaRav רס""א:3-4 — codifies the positive mitzvah (מצוה) of tosefet Shabbat : adding profane time to the sacred by beginning Shabbat before sunset."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,,The custom: 18 minutes before the official time.
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,mil|rt,"18 minutes (according to custom) — (the exact figure of 18 minutes comes from the Ashkenazic minhag codified by the Acharonim, not from the Mechaber himself who only speaks of ""always something"") — (the Rama mentions the minhag of tosefet without specifying 18 min) MB 261:13-15 —"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,,"Shulchan Aruch HaRav רס""א:5-6 — articulates the practice: 18 minutes before sunset is the widely accepted custom."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,tosefet|admour,"חידוש א — tosefet Shabbat as a positive mitzvah (261:3-4) Chiddush א — tosefes Shabbos as a positive mitzvah (261:3-4) Adding the profane to the sacred Classical position: — The Rav's chidush: the Alter Rebbe articulates: tosefet Shabbat is not a mere precaution, it is a positive"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,,"Practical consequence: a test for the Chassid: do not light right at the zman, but 18 minutes before."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,,"חידוש ב — application of modern time zones (261 shitah) Chiddush ב — application to modern time zones (the 261 shitah) The luach Chabad and local calculation Classical position: — The Rav's chidush: the Rav, in codifying the principle, gives the tools for modern calculation: (1) "
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,,"For the Chabad Chassid (חסיד) — Siman רס""א ① Light 18 minutes before sunset."
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,tosefet,Tosefet Shabbat = positive mitzvah.
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot|plag|tosefet|gueonim,"Siman רס״א · Level 2 Lamdan — בין השמשות, תוספת שבת | DAAT FR HE EN ✦ ❖ ✦ DAAT · רמה 2 — למדן שולחן ערוך · אורח חיים הלכות שבת — עיון מעמיק סימן רס״א זמן הדלקת נרות לשבת סוגיית בין השמשות, חקירה בתוספת שבת, מחלוקת הגאונים ור״ת, פלג המנחה ⚡ ללומדים ותלמידי חכמים ⚡ ✦ ❖ ✦ פלפול מעמי"
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot|tosefet|gueonim,עריכה: רב יוסף חיים סממה · DAAT 📄 Imprimer / Sauver en PDF 📑 תוכן העניינים הקדמת הסוגיא — שבת ל״ד.-ל״ה: ובין השמשות מחלוקת הגאונים ור״ת — שתי שיטות בבין השמשות חקירה בתוספת שבת — מצוה דאורייתא או דרבנן ?
sources/shabbat/siman-261/niveau-2-lamdan-en.html,plag,שיעור התוספת — פלג המנחה ועד מתי ?
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot|rt,"מקור התוספת מן התורה — יומא פ״א : אמירת ברכו וקבלת שבת בעל פה נשים ומזמור שיר ליום השבת שאלת לעכו״ם בבין השמשות נפקא מינות פרקטיות מודרניות — 18, 22, 40 דק' מקור השולחן ערוך — 4 סעיפים (נבחרים) סְפֵק חֲשֵׁכָה וְהִיא בֵּין הַשְּׁמָשׁוֹת..."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot,"הקדמת הסוגיא — שבת ל״ד.-ל״ה: ובין השמשות ""אֵיזֶהוּ בֵּין הַשְּׁמָשׁוֹת?"
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot,(שבת ל״ד.) מחלוקת תנאים : שתי גישות לבין השמשות.
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|bein_hashmashot|mil|gueonim,"מחלוקת הגאונים ור״ת — שתי שיטות בבין השמשות שתי שיטות בעיתוי בין השמשות : שיטת הגאונים (ובהם הרי״ף, הרמב״ם, הגר״א) : בין השמשות מתחיל מ שקיעת החמה (כשהשמש לא נראית מעל האדמה) ונמשך 3/4 מיל = ≈ 13.5 דק'."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|tzeit,צאת הכוכבים = 18-20 דק' אחרי שקיעה.
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|bein_hashmashot,שיטת רבינו תם (תוס' שבת ל״ה.) : בין השמשות מתחיל מ שקיעה שניה (≈ 58.5 דק' אחרי שקיעה ראשונה — כשהשמיים מתחילים להחשיך לגמרי).
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|tzeit,צאת הכוכבים = ≈ 72 דק' אחרי שקיעה ראשונה.
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|gueonim,הב״י (סימן רס״א) פוסק כשיטת הגאונים לחומרא — לאיסור (= להדליק לפני השקיעה הראשונה).
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|tzeit,אצל חלק מהאשכנזים והחסידים : כר״ת (= מחכים 72 דק' אחרי שקיעה לצאת הכוכבים).
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|gueonim,נפקא מינות : זמן הדלקה : כגאונים = 18 דק' לפני שקיעה.
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|tzeit|gueonim,צאת השבת : כגאונים = ≈ 30-40 דק' אחרי שקיעה.
sources/shabbat/siman-261/niveau-2-lamdan-en.html,,"כר״ת = ≈ 72 דק' (חב""ד בא""י = ≈ 60 דק' לחומרא)."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,tosefet,חקירה בתוספת שבת — מצוה דאורייתא או דרבנן ?
sources/shabbat/siman-261/niveau-2-lamdan-en.html,tosefet,חקירה במעמד תוספת שבת : אופן א — דאורייתא : מצוה מהתורה ממש.
sources/shabbat/siman-261/niveau-2-lamdan-en.html,plag|admour,"אדמו""ר הזקן : פוסק כדאורייתא לחומרא — הסומך על ההיתר של פלג המנחה צריך לדעת שזה לא מקובל לכולם."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,plag,שיעור התוספת — פלג המנחה ועד מתי ?
sources/shabbat/siman-261/niveau-2-lamdan-en.html,plag,חקירה : מהי פלג המנחה ולמה היא הסף ?
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|plag,הגדרה : פלג המנחה = 1 שעה ו-1/4 לפני סוף היום (= ≈ 1.25 שעה לפני השקיעה).
sources/shabbat/siman-261/niveau-2-lamdan-en.html,plag,"ר' יהודה : מנחה גדולה משש וחצי, מנחה קטנה מתשע ומחצה, פלג המנחה אחת ורבע לפני סוף היום."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,plag|rt,למה זה הסף : פלג המנחה הוא הזמן המוקדם ביותר שתפילת ערבית מותרת (לפי ר' יהודה).
sources/shabbat/siman-261/niveau-2-lamdan-en.html,tosefet,"הר״ן מסיק : תוספת שבת = דאורייתא, מבוסס על דרש זה."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot,"שאלת לעכו״ם בבין השמשות ""וּמֻתָּר לוֹמַר לְעַכּוּ״ם בֵּין הַשְּׁמָשׁוֹת לְהַדְלִיק נֵר לְצֹרֶךְ שַׁבָּת"" (סעיף א)."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot,"חקירה : איך מותר לעכו״ם בבין השמשות, אם בין השמשות הוא ספק חשיכה לישראל ?"
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot,"תירוץ : שני שכבות : בין השמשות הוא ספק : אם זה עוד יום, אין כאן בעיה."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein_hashmashot,"אבל : חז""ל הוסיפו שני קולות : עכו״ם בבין השמשות לצורך מצוה — מותר (כי גם דרבנן + ספק = להקל) אדם שכבר קיבל עליו שבת — יכול לאמר לעכו״ם (כי הוא בעצמו אינו מקבל את הספק על עצמו, רק מבקש מאחר) 9."
sources/shabbat/siman-261/niveau-2-lamdan-en.html,shkia|gueonim,הדלקת נרות 18 דק' לפני שקיעה : פסיקה קלאסית של הב״י (כגאונים).
sources/shabbat/siman-261/niveau-2-lamdan-en.html,,18 דק' = שיעור שמתאים לרוב המקומות.
